Orbital Forcing (Laskar et al 2004)
Downloaded from http://www.imcce.fr/Equipes/ASD/insola/earth/online/
20 Myr-ago to present
Reference: A&A 428, 261-285 (2004), DOI: 10.1051/0004-6361:20041335,
Laskar, J., Robutel, P., Joutel, F., Gastineau, M., Correia, A.C.M., Levrard, B. : 2004,
A long term numerical solution for the insolation quantities of the Earth.
Time (1000 Julian Years)   Ecc  Prec  Obl
  -19387.000       0.020416       0.018057       0.411927
  -19386.000       0.020885       0.014640       0.410697
  -19385.000       0.021292       0.009617       0.409362
  -19384.000       0.021694       0.003393       0.407937
  -19383.000       0.022070      -0.003311       0.406442
  -19382.000       0.022404      -0.009929       0.404899
  -19381.000       0.022809      -0.015883       0.403331
  -19380.000       0.023078      -0.020341       0.401763
  -19379.000       0.023374      -0.022992       0.400225
  -19378.000       0.023706      -0.023512       0.398741
  -19377.000       0.023924      -0.021646       0.397344
  -19376.000       0.024145      -0.017648       0.396064
  -19375.000       0.024397      -0.011926       0.394929
  -19374.000       0.024534      -0.004766       0.393976
  -19373.000       0.024723       0.002818       0.393236
  -19372.000       0.024829       0.010280       0.392735
  -19371.000       0.024963       0.016813       0.392502
  -19370.000       0.025058       0.021750       0.392558
  -19369.000       0.025047       0.024502       0.392914
  -19368.000       0.025152       0.025023       0.393578
  -19367.000       0.025086       0.022993       0.394545
  -19366.000       0.025028       0.018801       0.395797
  -19365.000       0.024958       0.012909       0.397314
  -19364.000       0.024811       0.005801       0.399059
  -19363.000       0.024632      -0.001731       0.400991
  -19362.000       0.024411      -0.008896       0.403069
  -19361.000       0.024149      -0.015124       0.405237
  -19360.000       0.023887      -0.019830       0.407439
  -19359.000       0.023480      -0.022483       0.409625
  -19358.000       0.023168      -0.023167       0.411734
  -19357.000       0.022744      -0.021691       0.413708
  -19356.000       0.022285      -0.018376       0.415502
  -19355.000       0.021829      -0.013612       0.417061
  -19354.000       0.021337      -0.007967       0.418338
  -19353.000       0.020798      -0.001792       0.419301
  -19352.000       0.020229       0.004036       0.419913
  -19351.000       0.019655       0.009251       0.420154
  -19350.000       0.019044       0.013396       0.420016
  -19349.000       0.018373       0.016060       0.419490
  -19348.000       0.017693       0.017258       0.418592
  -19347.000       0.017048       0.017015       0.417342
  -19346.000       0.016250       0.015309       0.415767
  -19345.000       0.015531       0.012622       0.413914
  -19344.000       0.014790       0.009219       0.411834
  -19343.000       0.013965       0.005397       0.409578
  -19342.000       0.013188       0.001645       0.407215
  -19341.000       0.012388      -0.001711       0.404811
  -19340.000       0.011585      -0.004584       0.402430
  -19339.000       0.010785      -0.006611       0.400145
  -19338.000       0.009994      -0.007878       0.398025
  -19337.000       0.009249      -0.008446       0.396130
  -19336.000       0.008549      -0.008387       0.394523
  -19335.000       0.007835      -0.007833       0.393252
  -19334.000       0.007354      -0.007182       0.392356
  -19333.000       0.006830      -0.006290       0.391864
  -19332.000       0.006501      -0.005512       0.391789
  -19331.000       0.006387      -0.004829       0.392123
  -19330.000       0.006349      -0.004163       0.392854
  -19329.000       0.006525      -0.003473       0.393946
  -19328.000       0.006916      -0.002746       0.395352
  -19327.000       0.007349      -0.001661       0.397021
  -19326.000       0.007961      -0.000289       0.398890
  -19325.000       0.008659       0.001437       0.400896
  -19324.000       0.009395       0.003587       0.402974
  -19323.000       0.010205       0.005975       0.405056
  -19322.000       0.011040       0.008377       0.407083
  -19321.000       0.011916       0.010707       0.409001
  -19320.000       0.012805       0.012544       0.410753
  -19319.000       0.013646       0.013624       0.412300
  -19318.000       0.014593       0.013847       0.413602
  -19317.000       0.015454       0.012848       0.414629
  -19316.000       0.016282       0.010651       0.415362
  -19315.000       0.017218       0.007336       0.415788
  -19314.000       0.018010       0.002974       0.415903
  -19313.000       0.018848      -0.002111       0.415714
  -19312.000       0.019671      -0.007449       0.415235
  -19311.000       0.020462      -0.012713       0.414488
  -19310.000       0.021237      -0.017308       0.413503
  -19309.000       0.021997      -0.020767       0.412314
  -19308.000       0.022726      -0.022698       0.410960
  -19307.000       0.023499      -0.022846       0.409486
  -19306.000       0.024137      -0.020900       0.407934
  -19305.000       0.024869      -0.017117       0.406348
  -19304.000       0.025565      -0.011548       0.404776
  -19303.000       0.026153      -0.004639       0.403254
  -19302.000       0.026844       0.003008       0.401822
  -19301.000       0.027451       0.010780       0.400515
  -19300.000       0.028033       0.018000       0.399360
  -19299.000       0.028610       0.023890       0.398384
  -19298.000       0.029171       0.027949       0.397606
  -19297.000       0.029705       0.029705       0.397039
  -19296.000       0.030191       0.028886       0.396692
  -19295.000       0.030680       0.025500       0.396570
  -19294.000       0.031175       0.019804       0.396668
  -19293.000       0.031586       0.012177       0.396978
  -19292.000       0.032006       0.003284       0.397490
  -19291.000       0.032469      -0.006086       0.398183
  -19290.000       0.032800      -0.015185       0.399039
  -19289.000       0.033214      -0.023184       0.400034
  -19288.000       0.033548      -0.029298       0.401145
  -19287.000       0.033914      -0.033123       0.402347
  -19286.000       0.034219      -0.034129       0.403616
  -19285.000       0.034531      -0.032306       0.404927
  -19284.000       0.034860      -0.027714       0.406257
  -19283.000       0.035132      -0.020763       0.407580
  -19282.000       0.035392      -0.011928       0.408874
  -19281.000       0.035728      -0.002049       0.410113
  -19280.000       0.035934       0.008176       0.411275
  -19279.000       0.036186       0.017834       0.412335
  -19278.000       0.036428       0.026124       0.413271
  -19277.000       0.036613       0.032380       0.414062
  -19276.000       0.036812       0.036074       0.414688
  -19275.000       0.036953       0.036829       0.415130
  -19274.000       0.037126       0.034646       0.415375
  -19273.000       0.037249       0.029631       0.415408
  -19272.000       0.037316       0.022158       0.415221
  -19271.000       0.037446       0.012904       0.414808
  -19270.000       0.037517       0.002497       0.414166
  -19269.000       0.037497      -0.008105       0.413298
  -19268.000       0.037606      -0.018117       0.412212
  -19267.000       0.037558      -0.026658       0.410920
  -19266.000       0.037554      -0.033044       0.409439
  -19265.000       0.037528      -0.036717       0.407795
  -19264.000       0.037461      -0.037343       0.406016
  -19263.000       0.037405      -0.034882       0.404140
  -19262.000       0.037275      -0.029504       0.402208
  -19261.000       0.037170      -0.021664       0.400266
  -19260.000       0.037039      -0.012025       0.398362
  -19259.000       0.036832      -0.001436       0.396554
  -19258.000       0.036636       0.009219       0.394889
  -19257.000       0.036441       0.018955       0.393425
  -19256.000       0.036126       0.026964       0.392213
  -19255.000       0.035856       0.032523       0.391296
  -19254.000       0.035539       0.035190       0.390715
  -19253.000       0.035156       0.034727       0.390501
  -19252.000       0.034778       0.031314       0.390670
  -19251.000       0.034335       0.025264       0.391236
  -19250.000       0.033930       0.017181       0.392194
  -19249.000       0.033398       0.007938       0.393525
  -19248.000       0.032913      -0.001739       0.395207
  -19247.000       0.032405      -0.010896       0.397200
  -19246.000       0.031827      -0.018793       0.399452
  -19245.000       0.031237      -0.024844       0.401912
  -19244.000       0.030703      -0.028640       0.404513
  -19243.000       0.030046      -0.029941       0.407181
  -19242.000       0.029447      -0.028885       0.409852
  -19241.000       0.028809      -0.025659       0.412449
  -19240.000       0.028181      -0.020643       0.414900
  -19239.000       0.027519      -0.014399       0.417146
